国际化数据分析师,北京,字节跳动,3-6万/月,06-23,"['北京\xa0\xa0', '\xa0\xa0在校生/应届生\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招10人\xa0\xa0', '\xa0\xa006-23发布']","['互联网/电子商务,计算机软件']",['民营公司'],['10000人以上'],[]
大数据技术与应用、软件技术类专业教师（柳州职业技术学院）,柳州,柳州职业技术学院,,06-23,"['柳州\xa0\xa0', '\xa0\xa0博士\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']",['专业服务(咨询、人力资源、财会)'],['事业单位'],[''],"['专业要求：数字媒体技术、计算机科学与技术类（计算机应用技术、计算机软件与理论）、工程类(计算机技术、软件工程)', '学历、职称（技术等级）要求：全日制硕士研究生及以上学历', '专业技术业绩、工作经历要求：无', '其他要求：无', '工资待遇(使用编制)：落实事业单位实名编']"
5G云及大数据/数据挖掘与分析工程师,柳州,上汽通用五菱汽车股份有限公司,6-8千/月,06-23,"['柳州\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招13人\xa0\xa0', '\xa0\xa006-23发布']",['贸易/进出口'],['合资'],[''],"['1、熟悉Oracle、MySQL等主流数据库，具有良好的SQL语言开发技能，掌握存储过程、函数等开发技术；', '2、熟悉Linux/windowsServer，熟悉Linux、shell，Java，python等；', '3、熟悉hadoop，HDFS、Hive等大数据平台及核心组件；', '4、有良好的程序开发基础，精通python、java语言，熟悉Hadoop分布式存储以及大数据平台核心组件']"
数据检测分析员,柳州,柳州五星百货股份有限公司,4.5-6千/月,06-23,"['柳州\xa0\xa0', '\xa0\xa0在校生/应届生\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招3人\xa0\xa0', '\xa0\xa006-23发布\xa0\xa0', '\xa0\xa0信息与计算科学']",['贸易/进出口'],['民营公司'],[''],[]
三维数据处理与分析工程师,柳州,柳州市地理信息中心,3-4.5千/月,06-23,"['柳州\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-23发布\xa0\xa0', '\xa0\xa0地理信息系统 测绘工程']",['专业服务(咨询、人力资源、财会)'],['事业单位'],[''],['5、']
数据工程师,上海,号百信息服务有限公司,,06-23,"['上海\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']",['通信/电信运营、增值服务'],['国企'],[''],"['工作地点:', '专业要求', ':通信工程，计算机，统计分析，数学', '岗位职责', '1、需求分析：对号百灰库产品逻辑和数据处理流程标准化、提出改进建议及其他需求分析工作。', '2、方案设计： 明确所需数据及必要的特征、明确所需模型及技术实现步骤、进行方案设计的汇报等工作。', '3、建模开发： 宽表开发及数据预处理、模型基线开发及训练、评估模型和标签上线发布、等开发工作。', '4、试点验证：效果验证、试点汇报等工作处理', '5、总结汇报：发布运营报告、收集需求迭代开发。', '应聘资格要求', '1.计算机、统计、数学、专业研究生及以上学历', '2对大数据生态有较好认识，具备spark, hive, hadoop, kafka, sqoop, kylin, azkaban等大数据组件开发、调优经验。', '3 良好的数据敏感度，为人耐心细致，工作认真，有求知欲，具敬业精神、沟通能力和团队合作精神', '4 能运用Python等统计分析语言或其他工具者同等条件下优先']"
新兴ICT及云网业务（大数据、云计算、物联网）信息化方案经理,新余,中国电信江西公司,,06-23,"['新余\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']",['通信/电信运营、增值服务'],['国企'],[''],[]
大数据工程师（中通服项目管理咨询有限公司）,长沙,中国通信服务股份有限公司,,06-23,"['长沙\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']",['通信/电信运营、增值服务'],['国企'],[''],"['岗位职责', '1.负责进行大数据场景下的数据统计、数据挖掘、机器学习、深度学习；', '2.负责数据整理、模型建立、模型应用、评估优化等；', '3.负责编写大数据系统方案；', '4.为大数据应用落地提供支撑。', '应聘资格要求', '1.一本及以上学历，云计算、大数据相关专业；', '2.较强的执行能力、组织协调能力、学习分析能力、沟通协调能力及良好的文字表达能力；', '3.具有较高的企业忠诚度和良好的道德修养，爱岗敬业，有事业心、责任心、团队合作精神；', '4.身体健康，品德端正、具有良好的职业素质']"
信号与数据处理技术研究与系统设计,南京,南京船舶雷达研究所（中国船舶重工集团公司第七二四研究所）,1.5-2万/月,06-23,"['南京\xa0\xa0', '\xa0\xa0在校生/应届生\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招10人\xa0\xa0', '\xa0\xa006-23发布\xa0\xa0', '\xa0\xa0英语精通\xa0\xa0', '\xa0\xa0电子信息工程 计算机科学与技术']",['电气/电力/水利'],['国企'],[''],[]
风控数据分析,上海,上海识装信息科技有限公司,,06-23,"['上海\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']",['计算机软件'],['民营公司'],[''],"['#职责岗位 ', '1.理解电商平台业务，通过数据分析，实现渠道投放、账户安全、交易风控、内容安全、流量安全等相关的风控策略和模型优化；', '2.负责相关业务风控的数据分析、挖掘和建模，通过规则或机器学习算法，构建风控体系；', '3.与产品、算法团队一起推进风控数据模型系统的架构、设计和研发，支撑实时和离线的风控需求；', '#任职需求 ', '1.计算机、统计学、数学等相关专业；', '2.具有结构化思考和解决问题能力，思维清晰，逻辑性强；', '3.具备产品意识和数据分析能力，熟练使用python、SQL、R等分析工具；', '4.有良好的团队合作及抗压能力、有强烈的主人翁意识推进事务进展。']"
[2021飞凡实习生]供应链数据分析实习生,苏州,飞利浦（中国）投资有限公司,,06-23,"['苏州\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']",['快速消费品(食品、饮料、化妆品)'],['合资'],[''],[]
大数据工程师,泉州,福建省晋华集成电路有限公司,,06-23,"['泉州\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布\xa0\xa0', '\xa0\xa0英语良好']",['电子技术/半导体/集成电路'],['国企'],[''],"['1. 开发大数据系统与软件，如：图像辨识, 模型开发, Pattern 辨识等', '2. 进行大数据系统资料搜集、分析及強化智能信息系統']"
-数据分析专员（实习生）,上海,北京布朗兄弟科贸有限公司,,06-23,"['上海\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-23发布']",['多元化业务集团公司'],['民营公司'],[''],"['职责：', '1、协助部门做各平台数据统计、分析及汇总；', '2、对用户行为数据进行挖掘、分析、整理，周期性输出数据报告；', '3、进一步对产品及用户行为进行探索性数据分析，发现问题并提出相应的解决方案，提供决策参考。', '任职要求：', '1、本科在读，计算机、数学、统计相关专业优先；', '2、逻辑思维和学习能力强，有良好的沟通能力和合作意识，有责任心；', '3、有互联网实习和大数据分析经验的加分。']"
名址数据,北京,中邮信息科技（北京）有限公司,,06-23,"['北京\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招6人\xa0\xa0', '\xa0\xa006-23发布']",['多元化业务集团公司'],['民营公司'],[''],[]
电商数据分析,北京,艾可爱尔（中国）销售服务有限公司,,06-23,"['北京\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']",['多元化业务集团公司'],['民营公司'],[''],"['1、负责电商平台交易和投放历史数据摘录与整理，数据来源包括但不限于生意参谋/商智/京准通/达摩盘/情报通等；', '2、电商数据统计后台全店每日交易和投放数据跟踪，重要产品的交易数据摘取整理，并制作成相应报表；', '3、行业热词的定期摘录和分类整理，客户行为数据和竞品行为数据的获取和整理；', '4、客服服务历史数据和周度/月度数据的摘取与汇总，并能对客户咨询数据有一定的挖掘与分析总结；', '5、衔接运营环节，负责多平台的奖赠品统计与正确发放，确保优质的顾客体验。', '6、对接客服、商务和财务部门，负责天猫平台的阿里发票系统管理，确保顾客及时收到发票。', '7、对多平台的周度/月度报表进行汇总和管理，知晓并掌握天猫/京东店铺基本的运营操作流程。', '8、公司安排的其他工作。']"
数据库开发,北京,北京华胜天成科技股份有限公司,,06-23,"['北京\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']",['多元化业务集团公司'],['民营公司'],[''],"['岗位描述：', '（1）xigemaDB数据库内核功能的设计与开发', '（2）xigemaDB数据库性能优化', '（3）研究业界主流数据库新进展新技术', '任职要求：', '（1）全日制本科及以上学历，计算机与数学专业优先', '（2）熟练使用C＼C++编程语言，熟悉代码优化的规则与技巧', '（3）熟悉Linux操作系统，能编写基于多线程多进程的程序，了解进程间通信、内存管理、网络通信等相关知识', '（4）了解关系数据库的设计和实现原理', '（5）具有较强的学习能力和团队协作能力']"
大数据开发实习生,郑州,博彦科技股份有限公司,,06-23,"['郑州\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']",['多元化业务集团公司'],['民营公司'],[''],"['岗位要求：', '1、熟练掌握SQL开发、调优，懂Teradata、hive优先；', '2、熟悉ETL的开发流程；', '3、熟悉linux系统，并且能使用shell、perl、python开发；', '4、熟练掌握spark开发；', '工作职责：', '1、负责拆解后需求的后台SQL开发工作；', '2、负责对后台开发的结果进行测试，保证数据质量；', '3、协助负责人进行部分简单需求的拆解；', '4、负责数据的调度配置编写及上线配合；', '5、配合进行项目文档编写等工作。']"
数据分析专员,北京,北京华奥汽车服务股份有限公司,0.8-1万/月,06-23,"['北京\xa0\xa0', '\xa0\xa0在校生/应届生\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']",['多元化业务集团公司'],['民营公司'],[''],[]
数据分析师,北京,中信百信银行股份有限公司,,06-23,"['北京\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']",['金融/投资/证券'],['民营公司'],[''],"['岗位职责：', '1、根据部门日常数据分析和专题数据分析的需要，将数据和业务深度结合，以达到发挥数据价值的目的；', '2、负责对海量用户数据进行挖掘与建模，建立有效的客户、产品的分析模型供业务部门数据化运营使用，提高效率；', '3、负责提供清晰明确的行业、产品、业务分析报告，为决策层、产品、运营人员提供决策支持。', '任职资格：', '1、全日制统招本科（含）以上学历，计算机、统计学、数学等相关专业优先，2年以上相关工作经验；', '2、熟练掌握数据分析方法与模型，熟悉行为数据埋点设计和行为数据分析；', '3、能独立完成从数据提取到模型构建，部门沟通到输出分析报告，提出并解决具体的业务问题；', '4、精通SQL、Excel，熟练掌握Python、R等技能，熟悉多元线性回归、线性统计模型；', '5、善于沟通、善于学习、善于团队协作。']"
大数据舆情科情销售,北京,工信海威（北京）信息科技有限公司,0.8-1万/月,06-23,"['北京\xa0\xa0', '\xa0\xa0在校生/应届生\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布\xa0\xa0', '\xa0\xa0广告学']",['多元化业务集团公司'],['民营公司'],[''],[]
数据工程师,北京,北京经世万方信息技术有限公司,,06-23,"['北京\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']",['互联网/电子商务'],['民营公司'],[''],"['1）负责开发维护产业经济数据库、能源电力数据库、环境气象数据库、公司金融数据库、全球研究报告数据库。', '（2）负责开发维护与外部数据资源的数据接口，以及数据导入程序。', '（3）负责完成数据ETL工作，包括但不限于存储过程编写。', '（4）负责开发基于微观电力数据和宏观经济指标的多源数据融合平台，支撑政府管理及企业经营决策系统开发。', '（5）与研究部门合作完成支撑深度业务分析的数据挖掘模型的设计开发。', '任职要求：', '（1）计算机类专业全日制硕士研究生，有经济类教育背景的优先。', '（2）具有1-3年实际工作经验，有能源（电力）行业数据采集、处理、分析经验者优先。', '（3）掌握Oracle数据库系统原理和体系结构，熟悉PL/SQL编程，实现较复杂的增删改查、存储过程、触发器、视图、函数等功能操作。', '（4）熟练掌握至少一门编程语言，熟悉Java或Python']"
数据专员,北京,北京迦游网络科技有限公司,,06-23,"['北京\xa0\xa0', '\xa0\xa0在校生/应届生\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布\xa0\xa0', '\xa0\xa0统计学']",['多元化业务集团公司'],['民营公司'],[''],[]
数据工程师,北京,中体彩彩票运营管理有限公司,,06-23,"['北京\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']",['多元化业务集团公司'],['民营公司'],[''],"['1、985/211院校硕士及以上学历，计算机、自动化、计算数学、统计学相关专业；', '2、熟悉各类主流机器学习算法的原理和应用；', '3、要熟悉至少一门编程语言，如Python、Java、c++等；', '4、熟悉MapReduce的原理操作以及熟练使用Hadoop系列工具；', '5、有参与数据挖掘比赛的经验，并获得奖项者优先；', '6、具备良好的沟通能力、团队合作能力；', '7、有半年以上数据建模工作实习经验；', '8、有丰富的数据清洗、分析、挖掘和建模的经验.']"
数据运营,北京,团博百众（科技）有限公司,,06-23,"['北京\xa0\xa0', '\xa0\xa0在校生/应届生\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-23发布\xa0\xa0', '\xa0\xa0统计学 经济学']",['多元化业务集团公司'],['民营公司'],[''],"['【1】-数据运营', '岗位职责:', '1、负责业务数据的统计，总结，分析，结果展示；', '2、负责业务相关的数据及分析需求，为业务部门提供数据支持；\xa0', '3、使用SQL在数据库里操作，满足业务数据查询需求； 使用tableau进行数据展示等；', '4、对数据进行监控分析，为业务指标异常提供预警，快速有效地定位问题并提出解决方案；', '5、结合业务运营目标优化和改进现有的数据统计后台和报表系统等；', '要求：', '-本科及以上学历，统计学，计算机相关专业优先', '-2年以内相关工作经验，2020年毕业也可以；', '-熟练使用excel，ppt等办公产品，对数据库熟悉，熟练使用sql等；', '- 对数据敏感，能从数据中发现问题、解决问题；', '-性格活泼积极主动，沟通协调能力强，具有团队精神；', '-做事认真，责任心强，执行能力强；有较好的学习及总结能力；']"
数据分析员,北京,中国铁道科学研究院集团有限公司铁道建筑研究所下属企业,6-8千/月,06-23,"['北京\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-23发布\xa0\xa0', '\xa0\xa0计算机网络 软件工程']",['多元化业务集团公司'],['民营公司'],[''],[]
大数据研究（实习生）,南京,天翼物联科技有限公司,,06-23,"['南京\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']",['电子技术/半导体/集成电路'],['国企'],[''],"['工作内容：', '1、利用最新大数据方法和建模理论，研究物联网业务特性，如：特定行业物联网业务特征的研究、客户画像研究等；', '2、协助做好数据统计，形成一套高效的统计方法。', '能力要求：', '大数据、数学相关专业研究生学历。']"
【商业】-数据分析岗,北京,华润置地-商业地产事业部,,06-23,"['北京\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布\xa0\xa0', '\xa0\xa0统计学 数学与应用数学']",['房地产'],['国企'],[''],"['【岗位职责】：', '1、参与消费者、品牌租户、购物中心相关部门的访谈和调研，并根据得到的用户需求痛点，设计掌上五彩城终端应用功能和场景实现流程；', '2、与团购、外卖、在线电影购票（如糯米、美团、大众点评、百度外卖、格瓦拉）等O2O服务提供商进行商务沟通与谈判，实现第三方服务商与掌上五彩城云平台的服务与数据接入等；', '【任职要求】：', '1、对数据分析、统计、会员数据分析等相关工作感兴趣；', '2、 喜爱商业工作环境；', '3、良好亲和力、沟通协调能力、抗压能力及应变能力；', '4、熟练使用OFFICE办公软件、数据分析软件、互联网操作、简单的编程能力；']"
数据分析工程师,南宁,广西申龙汽车制造有限公司,,06-23,"['南宁\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']",['电子技术/半导体/集成电路'],['民营公司'],[''],[]
数据统计方向,南宁,广西德邦物流有限公司,,06-23,"['南宁\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']",['贸易/进出口'],['民营公司'],[''],[]
人工智能/大数据分析,哈尔滨,哈尔滨电气集团有限公司,,06-23,"['哈尔滨\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招3人\xa0\xa0', '\xa0\xa006-23发布']",['电气/电力/水利'],['国企'],[''],[]
数据支持岗（广州）,广州,合众人寿保险股份有限公司,,06-23,"['广州\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']",['保险'],['合资'],[''],"['岗位职责：', '1、日常经营类、项目类数据统计、公布；', '2、个险经营节点、激励方案、项目支持督导与追踪支持；', '3、营销常用月度、季度、年度KPI数据的保存、整理；', '4、分公司所辖中支各类系统用户权限管理和系统培训；', '5、领导交代的其他工作。', '任职条件：', '1、2020年全日制应届本科毕业生，数学类、统计学类、财政金融与经济学类；', '2、精通Excel，能运用Python等工具、有数据库运作或建模经验优先；', '3、认同保险理念，愿意在行业长期发展。']"
大数据工程师（实习生岗位、上海）,上海,上海银行股份有限公司,,06-23,"['上海\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招10人\xa0\xa0', '\xa0\xa006-23发布']",['银行'],['国企'],[''],[]
科技金融岗（大数据开发方向）,上海,兴业数字金融服务（上海）股份有限公司,,06-23,"['上海\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']",['计算机软件'],['国企'],[''],[]
大数据,上海,上海识装信息科技有限公司,,06-23,"['上海\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']","['计算机软件,互联网/电子商务']",['民营公司'],[''],"['1.对海量业务数据进行处理和分析，发现和跟踪其中的问题。能够从业务和产品的角度出发，利用数据发现产品、系统或是业务的瓶颈，并提出优化的方案\xa0 ', '2.分析海量用户行为数据，优化用户生命周期流程，提升用户规模\xa0 ', '3.利用数据挖掘，机器学习等技术解决实际问题，比如实现模块或流程自动化，业务报表系统的建设，离线数据流程的建设，数据可视化等\xa0 ', '4.建立各种业务逻辑模型和数学模型，帮助公司改善运营管理，节省成本\xa0', '1.计算机、数学、统计相关专业，本科及以上学历', '2.熟练掌握：mysql、hive数据库使用，较强的数据库及 SQL 能力', '3.具备数据敏感性和探知欲、分析、解决问题的能力，能够承受工作中的压力，专注数据的价值发现和变现转化\xa0 ', '4.工作认真、负责、仔细，有良好的团队合作精神，良好的分析问题能力、沟通技巧及数据呈现能力', '计算机相关专业']"
数据分析实习生（兰州）,兰州,亚信科技（中国）有限公司,,06-23,"['兰州\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']",['计算机软件'],['外资（欧美）'],[''],"['岗位职责：', '1、进行目标客户的需求分析研究，包括使用数据库进行数据提取和处理，建立分析及数据挖掘模型；\xa0\xa0', '2、辅助进行电信咨询项目的执行，包括涉及电信营销、客户研究、流程梳理、数据业务运营等方面的专题研究等；\xa0\xa0', '3、对于研究的成果能够协助研究报告的编写。', '任职要求：', '1、2021届毕业生，计算机、统计学等相关专业优先考虑；\xa0', '2、熟悉常见的概率统计、数据挖掘、统计分析算法；\xa0', '3、熟练使用SAS、SPSS等分析软件；\xa0', '4、熟悉Hadoop、Mahout、Weka,R等大数据相关技术；\xa0', '5、良好的学习意愿和学习能力，能够快速掌握工作所需技能；\xa0', '6、具备对数据的超凡敏感度、敏捷的思维与解决复杂问题的能力；\xa0', '7、具有良好的跨部门沟通能力和团队协作能力；\xa0\xa0', '8、具备SQL、oracle、linux、DB2等知识技能。']"
大数据应用分析岗,北京,中国电信股份有限公司北京分公司,,06-23,"['北京\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']",['通信/电信/网络设备'],['国企'],[''],[]
大数据工程师,昆明,云南省人才服务中心,6-8千/月,06-23,"['昆明\xa0\xa0', '\xa0\xa0硕士\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布\xa0\xa0', '\xa0\xa0电子信息工程']",['专业服务(咨询、人力资源、财会)'],['政府机关'],[''],"['1、负责大数据中心平台软件系统运行维护；', '2、负责规划和实施大数据中心硬件设施建设方案；', '3、负责中心数据平台应用软件功能二次开发；\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0', '4、参与中心数据库建设及相关科研项目。']"
数据分析师,上海-浦东新区,“前程无忧”51job.com（上海）,,06-23,[],[],[],[],[]
数据运营专员,佛山,美的集团热水器事业部,1-1.5万/月,06-23,"['佛山\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-23发布']",['家具/家电/玩具/礼品'],['民营公司'],['5000-10000人'],"['岗位职责:', '1、负责美的厨热品类数字营销数据库，包含品类、店铺、单品、人群等洞察和分析。 ', '2、负责数字营销的路径同运营/推广相结合，并验证策略的有效性，提升效率。', '3、承接业务端重点提升项目，输出方法论并对内赋能。 ', '4、拓展数字营销新模式和新链路，对数字营销成效和质量负责。任职资格:', '1、一年以上电商类工作经验，本科以上学历，数据类、营销类相关专业优先。', '2、对数字营销、广告投放有一定了解，有数据银行等平台工具的深度使用经验。', '3、对数据敏感，具备良好的逻辑分析能力、系统性思维和创新思维。', '4、较强的业务理解能力，且能跨部门高效协调沟通需求。', '5、至少熟练使用一种数据分析工具，如Excel。']"
ICBU-中国供应商-高级数据分析专家（广州）,广州,阿里巴巴集团,,06-23,"['广州\xa0\xa0', '\xa0\xa05-7年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']",['互联网/电子商务'],['上市公司'],['10000人以上'],[]
会员数据分析主管,武汉-东西湖区,湖北良品铺子食品工业有限公司,0.7-1.3万/月,06-23,"['武汉-东西湖区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']","['快速消费品(食品、饮料、化妆品),互联网/电子商务']",['民营公司'],['10000人以上'],"['工作职责:', '任职资格:']"
数据产品运营,北京-朝阳区,美团点评,3-4万/月,06-23,"['北京-朝阳区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']","['计算机软件,互联网/电子商务']",['民营公司'],['10000人以上'],[]
数据分析师(J11633),深圳-南山区,深圳新东方学校,1.5-2万/月,06-23,"['深圳-南山区\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']",['教育/培训/院校'],['民营公司'],['500-1000人'],"['工作职责:', '职责一：教学数据分析与统计', '   工作标准：准确、及时', '   工作任务及要求：', '   1、完成校区报名统计、新老生统计，每周教学部门和市场部门数据需求；', '   2、负责BR数据系统维护，完成对集团以及教学部门的数据对接；', '   3、完成教学部门的临时数据需求；', ' 职责二：数据模型建立', '    工作标准： 准确、贴合教学部门实际', '    工作任务：', '    1、根据往年招生情况等数据，建立对教学部门招生及设班有指导意义的盈利模型，帮助教学部门合理设班，完成预算；', '    2、根据以往及未来开班情况等数据，为各教学部门提供教室需求分析，使教室数量得到合理分配，提高教室使用率及其他各项资源使用率；', '    3、根据以往报班情况，为教学部门顾问及市场部门提供推广建议；', '    4、建立其他各项支持教学部门增强盈利的数据模型。', '任职资格:', '【工作时间及薪酬】', '1、工作地点：TCL大厦16楼', '2、工作时间：5天工作制，一天8小时，（加班换休/节假日工资制度按学校人力制度执行）', '3、薪酬：面议', '4、五险一金：入职即开始缴纳', '5、带薪假期、旅游、节日福利费、年度体检、员工子女就读优惠等']"
资深BI数据分析师,广州-天河区,饿了么,1.5-2.5万/月,06-23,"['广州-天河区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']",['互联网/电子商务'],['民营公司'],['10000人以上'],"['1、负责部门日常数据报表的制定、维护、优化；', '2、支持运营相关业务数据分析和调取；', '3、对各品牌的营销活动效果深度分析总结；', '4、配合业务发展，挖掘数据背后的市场方向、规律、短板、为业务发展提供决策依据；', '5、通过数据分析，对业务运营KPI提升提出可落地的方案，并协助业务提升指标；', '6、满足部门对于运营数据的需求及其他领导安排的任务。', '1、本科及以上学历，计算机相关、数学/统计学、信息技术，社会科学等与数理统计、应用统计、计算编程相关的专业优先；', '2、数据分析1年以上工作经历，有互联网相关经验优先；', '3、熟练操作excel、PPT等工具，具备SQL、hive等工具知识的优先；', '4、优秀的商业分析思维，善于思辨，敢于决断；能够针对某项业务，完成分析课题；', '5、优秀的沟通能力，强大的自驱力和抗压力。']"
数据分析（网上商城）,上海,乐扣乐扣（中国）,4.5-6千/月,06-23,"['上海\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']","['批发/零售,贸易/进出口']",['外资（非欧美）'],['1000-5000人'],"['通过餐具行业,\xa0渠道（天猫\xa0淘宝\xa0京东\xa0唯品会），店铺，商品\xa0数据分析，\xa0\xa0销商 销售/出库/库存 管理，安全库存/ 工厂单 订单管理 ， 各经销商 客户主推款 新款开发 贡献运营战略', '\xa0', '任职资格', '1.\xa0有电商行业经验\xa0', '2.\xa0数据分析软件（至少\xa0EXCEL或者ACCESS\xa0优秀）\xa0', '3.\xa0有责任心，细心\xa0']"
大数据实时计算研发工程师--3295,上海-长宁区,爱奇艺（www.iqiyi.com）,2-4万/月,06-23,"['上海-长宁区\xa0\xa0', '\xa0\xa0无需经验\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-23发布']",['互联网/电子商务'],['合资'],['5000-10000人'],[]
