数据统计员,上海-杨浦区,北极绒（上海）实业发展有限公司,6-8千/月,06-23,"['上海-杨浦区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']","['服装/纺织/皮革,互联网/电子商务']",['民营公司'],['50-150人'],"['岗位职责：', '1.负责品牌各电商平台店铺日常销售数据、运营数据统计汇总工作；', '2.负责平台资源活动情况统计完成分析报告；', '3.收集分析行业、竞品及TOP商家运营情况；', '4.对现有客户、店铺等相关信息整理更新；']"
数据运营,深圳-宝安区,深圳市蜂窝数据信息技术有限公司,5-8千/月,06-23,"['深圳-宝安区\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']",['互联网/电子商务'],['民营公司'],['50-150人'],"['岗位职责：', '1、监测并分析产品及行业相关数据，进行日常分析及监控；', '2、负责日常数据的报表统计分析', '3、协助运营经理分析报告图表预测可能出现的问题', '4、及时监控每天的数据导入；', '5、协助运营经理解决日常的渠道对接或运营商对接', '6、协助市场经理运营经理解决合同的签订和结款', '7、建立供需分析体系，评估预测公司在全国各城市各区域的潜在需求量和供给投放量。', '任职要求：', '1、 计算机相关专业优先，有互联网公司产品运营或数据运营经历者优先；', '2、 有统计学、数学、经济学、金融学、计算机等相关专业优先。', '3、 对数据敏感，通过数据及用户描述，对现象和问题有较强的定位和分析能力；善于归纳总结，能够提出解决方案。', '4、 有负责过多个数据分析的项目，熟悉相关应用场景及分析方法，有数据实际运用的经验；', '5、 能够使用常见的数据分析软件进行工作，并将工作结果以多种形式反馈给各业务部门', '6、有良好的亲和力和沟通能力，及执行能力。', '7、具备良好的学习能力，优秀的文档能力、较强的推动能力和执行力；', '8、善于沟通，有良好的协调能力和优秀的团队协作精神；', '9、责任心强，专注细节，且具备持续改善精神。']"
商品数据分析主管,佛山-南海区,佛山市南海川之尚服饰有限公司,0.5-1万/月,06-23,"['佛山-南海区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布\xa0\xa0', '\xa0\xa0统计学 数学与应用数学']","['服装/纺织/皮革,批发/零售']",['民营公司'],['1000-5000人'],"['1、协调所负责项目整体营运管理,督促完成各类营运指标;', '2、定期市场调研,并负责各项目营运数据的汇总、整理及分析,为各项目的经营提出指导意见;', '3、定期对国内先进购物中心市场调研,提供资讯及数据参考,指导各项目提高日常营运管理水平;', '任职资格：', '1、大专以上学历，年龄在40岁以下；', '2、3年上品牌服装/内衣商品运营等相关工作经验，丰富的商品数据分析经验，有同等岗位工作经验者优先；', '3、对代理运营模式有一定的了解；', '4、精通office软件，掌握报表制作函数（如vlookup、sumif、rank函数、数据透视表），能有效完成数据统计工作；', '5、熟练使用ERP系统。', '6、了解国家、地区商品法、消费者权益保护法等相关法律法规', '7、好的沟通、协调、商务谈判、组织观念强;有集体团队意识,做事沉着仔细,应变能力强;', '福利待遇：', '1、公司免费提供食宿，宿舍环境优美，有空调热水器等，3-6人一间宿舍', '2、为员工购买社保', '3、上班时间为8:30-12:20 \xa0 13:50-18:00周日休息', '备注：符合条件的求职者，可以直接电话联系，联系电话：0757-81108669罗小姐/张小姐']"
保底6000销售业务数据分析ab,上海,成翰信息,1.5-3万/月,06-23,"['上海\xa0\xa0', '\xa0\xa0无需经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招10人\xa0\xa0', '\xa0\xa006-23发布']","['专业服务(咨询、人力资源、财会),互联网/电子商务']",['合资'],['500-1000人'],"['销售顾问（底薪6000）—资深销售顾问（底薪8000）—业务襄理（底薪10000）—业务主任（底薪12000） — Team Leader — 经理 — 资深经理（讲师）', '上海市杨浦区大连路588号宝地广场']"
运营数据专员,无锡-梁溪区,无锡优房房产经纪有限公司,3.5-5千/月,06-23,"['无锡-梁溪区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']","['中介服务,房地产']",['民营公司'],['500-1000人'],"['岗位职责：', '\xa01.负责公司运营数据的统计和分析 \xa0 \xa0', '\xa02.负责门店日常工作的安排及检查 \xa0\xa0', '\xa03.活动的组织以及其他工作安排', '\xa0 \xa0 \xa0 \xa0 \xa0\xa0', '岗位要求：', '\xa01.20-35岁之间，，无经验要求； \xa0 \xa0 \xa0\xa0', '\xa02.熟练操作办公软件\xa0、有耐心、工作细心、有良好的执行力和团队精神；\xa0', '\xa03.精通excel、word，会使用ppt、photoshop等office常用软件', '\xa04.勤奋好学，吃苦耐劳，工作仔细认真，有责任心、主动性强，善于沟通', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0', '工作时间：月休6天，大小休，上午9点~下午6点。午休一小时', '工作地点：清扬路137号恒威大厦（地铁口清明桥旁）']"
大数据开发工程师,南京,昆山双宇新信息科技有限公司,6-8千/月,06-23,"['南京\xa0\xa0', '\xa0\xa0无需经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']",['计算机软件'],['民营公司'],['少于50人'],"['岗位职责：', '1.负责存储过程、函数的编写；', '2.负责整理项目文档；', '3.负责数据库性能分析与调优，排错，保证数据安全；', '4.负责系统数据库的定期维护和异常处理；', '职责要求：', '1.计算机相关专业本科及以上学历，1年及以上开发经验；', '2.熟悉UNIX、LINUX、AIX操作系统，熟练掌握Shell脚本编程；', '3.熟练使用Oracle数据库，具有oracle PL/SQL、存储过程的实际设计开发经验；', '福利待遇：', '1、【薪资】转正6-1W，一年后年薪10-15万。', '2、【保险】五险一金', '3、【涨薪与发展】年底2-6月奖金，并每年两次调薪。', '4、【其他福利】定期体检，月度聚餐，节日旅游，生日奖', '5、【工作时间】五天工作制，早9点-晚18：00，周末双休！']"
数据库开发工程师,昆明-盘龙区,云南彬驰信息技术有限公司,10-15万/年,06-23,"['昆明-盘龙区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-23发布']","['通信/电信/网络设备,计算机软件']",['民营公司'],['少于50人'],"['1、通过PI-API、PI-SDK、PI-OLEDB/ODBC等接口进行开发；', '2、通过PI客户端工具进行开发；', '3、通过PI系统可扩展接口库，进行其他各种过程监控、自动操作等系统连接开发；', '4、通过COM连接技术，进行PI与用户原有或将来需要增加的数据库之间有效融合的开发；', '5、基于PI数据采集，进行系统运行大数据分析，辅助用户生产管理。', '公司提供学习OSIsoft 公司PI系统的条件，只要你具备扎实的专业基础和较强的学习能力，能快速上手；', '该项目为公司重点项目，项目具有多年长期性。', '1、大专以上学历，软件工程、自动化等相关专业；', '2、熟练掌握C#开发语言，熟悉VBA；', '3、熟悉OSIsoft 公司PI系统，包括各种接口、客户端工具等，有PI相关开发工作经验优先录用；', '4、较强的英文阅读能力，可以学习英文资料；', '5、具备良好的沟通能力，责任心强，有团队合作精神，具备较强的自学能力、自我提升动力，能独立承担工作、有吃苦耐劳精神。']"
数据统计员,珠海,湖北航特装备制造股份有限公司,4.5-6千/月,06-23,"['珠海\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-23发布']",['汽车'],['国企'],['1000-5000人'],"['岗位职责：', '1、做好部门内外的数据统计、报表、对账等工作；', '2、负责部门月度资金计划、月度销售报表、月度物流报表的编制；', '3、监管公司对外发出商品及外部欠款的管理工作；', '4、负责按照月度资金计划监控部门费用报销，进行发票统计、财务入账工作；', '5、完成领导交办的其他事宜。', '任职条件：', '1、40岁以下，大专及以上学历；', '2、具有2年以上统计工作经验；', '3、具备一定的沟通能力和市场风险洞察能力；', '4、具备较强的工作责任心，工作认真细致；', '5、具备熟练使用office/word/PPT等办公软件。']"
数据产品经理,上海,欧冶云商股份有限公司,15-40万/年,06-23,"['上海\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']",['计算机软件'],['国企'],['1000-5000人'],"['岗位职责：', '1、负责数据产品的规划、设计，以及持续改进和完善等工作；', '2、通过产品市场需求调研，竞品分析及其他需求输入，提出产品创意，并进行可行性分析；', '3、撰写详细的产品设计文档，完成产品的界面、功能、流程设计，并进行评审确认；', '4、 产品开发过程中，负责管理、协调、沟通，控制进度，把控产品质量。', '任职资格：', '1、本科及以上学历，计算机相关专业，3年以上产品设计经验，有大数据可视化产品设计经验者优先；', '2、具体由良好的商业敏感度和数据分析技能；', '3、具有较强的沟通表达、项目管理及组织协调能力；', '4、有一定的技术背景，熟练使用SQL完成各项数据统计并从中发现问题，至少熟悉一款以上统计分析工具；']"
数据维护实习生,上海-浦东新区,上海中汇亿达金融信息技术有限公司,150元/天,06-23,"['上海-浦东新区\xa0\xa0', '\xa0\xa0无需经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-23发布\xa0\xa0', '\xa0\xa0金融学 统计学']","['金融/投资/证券,计算机软件']",['合资'],['150-500人'],"['职位内容：', '1、收集并分析银行间及交易所债券市场及固收创新产品相关信息', '2、根据市场的公开资料对银行间债券信息进行维护和审核', '3、进行外汇数据以及利率指标维护', '职位要求：', '1、本科或研究生在读，金融、经济、财会等相关专业，2021届和2022届在校生可投递', '2、工作细致、耐心、有责任心', '3、具有独立思考和自我学习能力', '4、积极上进，具有团队合作精神', '5、耐心、踏实、能够承受枯燥的重复工作，并且有团队合作意识']"
数据库管理员,北京,北京京云万峰信息技术有限公司,1-1.5万/月,06-23,"['北京\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招3人\xa0\xa0', '\xa0\xa006-23发布']","['计算机软件,计算机服务(系统、数据服务、维修)']",['民营公司'],['50-150人'],"['1）负责数据库系统日常管理', '  2）负责参与项目的数据库设计', '3）负责数据库系统部署方案的计划、设计及实施', '4）负责监控和优化数据库的性能', '职位要求：', '1）本科及以上学历，计算机或相关专业；', '  2）两年以上Oracle数据库的开发管理维护经验及项目实施经验；', '  3）精通Oracle数据库的设计和优化，PL/SQL 编程；', '4）掌握主流数据建模工具软件和方法；', '5）熟练使用数据库监控、调优工具', '                        ', '6）熟悉RAC数据库的安装与维护']"
数据中心规划师,杭州-余杭区,杭州云之鼎数据科技有限公司,1-2万/月,06-23,"['杭州-余杭区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']","['计算机服务(系统、数据服务、维修),通信/电信/网络设备']",['民营公司'],['50-150人'],[]
数据运营,上海-虹口区,上海极艾网络科技有限公司,4.5-6千/月,06-23,"['上海-虹口区\xa0\xa0', '\xa0\xa01年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']","['互联网/电子商务,计算机软件']",['民营公司'],['少于50人'],"['岗位职责：', '1. 负责上海移动电子商务平台日常数据的收集整理与分析，确保数据的准确性、及时性；', '2. 熟练制作各类数据报表，对数据精准分析，并不断优化提高转化率；', '3. 根据业务需求，参与各类业务的日常拨测，流程穿越，及时反馈测试结果；', '4. 与团队其他成员积极配合，完成临时性的其他数据及运营支撑工作。', '任职资格：', '1. 统招大专及以上学历，1年及以上互联网或电子商务行业经验者优先；', '2. 熟练运用Word、Excel和PPT，有一定的数据分析能力；', '3. 服从领导安排，执行力强，良好的沟通能力。']"
数据采集分析实习生,异地招聘,浙江天正信息科技有限公司,2-5千/月,06-23,"['杭州\xa0\xa0', '\xa0\xa0无需经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招5人\xa0\xa0', '\xa0\xa006-23发布']","['计算机软件,计算机硬件']",['国企'],['50-150人'],"['1、房地产估价相关专业（包括技术经济、房地产经营、房地产经营与估价、房地产经济、金融、营销等专业）；', '2、具有良好的语言表达能力和沟通能力，能适应出差；', '3、良好的职业素养、吃苦耐劳、愿意服从公司安排，了解房地产行业，熟悉估价理论与方法；', '4、负责房地产数据采集、调查及统计分析工作；']"
法务助理兼数据核算（购物中心）,广州-海珠区,广州市蓝田万国商业有限公司,6-8千/月,06-23,"['广州-海珠区\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布\xa0\xa0', '\xa0\xa0粤语 英语']","['物业管理/商业中心,批发/零售']",['民营公司'],['150-500人'],['要求：30岁以下，全日制大专或以上，工龄2年以上。']
数据库管理员,异地招聘,苏州市惠沃电子科技有限公司,1-1.5万/月,06-23,"['昆山\xa0\xa0', '\xa0\xa05-7年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招若干人\xa0\xa0', '\xa0\xa006-23发布']",['电子技术/半导体/集成电路'],['合资'],['50-150人'],"['1.\xa0负责物理机与虚拟化的硬件配置，软件安装，设备上下架等技术维护工作；', '2.\xa0负责公司服务器及系统的整体规划及安全管理，对接应用系统高可用，保障公司业务系统稳定高效的运行；', '3.\xa0负责监控服务器运行状况，针对服务器软硬件问题的故障诊断和排除，及时发现问题，并积极解决问题，保证服务器正常运转；', '4.\xa0负责系统用户角色与权限的维护、流程的调整与优化；', '5.\xa0负责服务器相关应用及配合其他部门项目的需求调研、优化、实施、落地及日常管理；', '6.\xa0负责检查并确保服务器资产的准确性；', '7.\xa0负责编写系统运维操作手册、实施方案、实施报告、巡检报告及故障处理报告等；', '8.\xa0严格遵守变更流程，确保不因变更操作而导致系统服务停机或异常；', '9.\xa0完成领导交办的其他事项；', '10.\xa0具有清晰的逻辑思维能力，新技术、新知识的学习能力及较强的抗压能力；', '11.\xa0良好的团队合作精神和较强的敬业精神。', '任职要求：', '全日制大专及以上学历，28-35周岁，6年以上专职数据库管理经验，OCP优先', '岗位要求：', '1.\xa0精通My\xa0SQL及MS\xa0SQL；', '2.\xa0熟悉Mango\xa0DB的搭建与维护；', '3.\xa0精通数据结构能对数据进行优化及备份；']"
数据开发工程师（BI）,广州-荔湾区,广州市零码汇信息科技有限公司,1-1.5万/月,06-23,"['广州-荔湾区\xa0\xa0', '\xa0\xa03-4年经验\xa0\xa0', '\xa0\xa0大专\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']",['互联网/电子商务'],['民营公司'],['150-500人'],"['1、协助需求人员及产品经理，完成数据处理方案制定、数据模型设计、kettle作业及调度设计、数据仓库维护；', '2、根据业务部门需求完成数据处理相关kettle作业开发，并对交付质量负责；', '3、负责商品分析，数据挖掘和分析，为商品企划提供数据支持；', '4、根据商品销售情况预测商品销售趋势，确定商品供应需求，为商品计划和销售计划提供参考依据；', '任职要求：', '1、熟悉Hadoop技术生态，有MapReduce开发经验者优先；', '2、掌握基本的统计方法，熟悉至少一种数据库软件（如：ORACLE、MYSQL、SQL \xa0Server等），熟悉至少一种ETL开发工具，有kettle开发经验者优先；', '3、了解数据仓库基本原理，有数据仓库开发经验者优先；', '了解JAVA开发及WEB应用技术架构,有JAVA开发经验者优先；', '4、3年及以上相关数据分析工作经验，逻辑思维清晰；', '5、本科及以上学历，统计学、计算机、等专业优先；', '6、了解电商服装行业，具有相关行业的数据分析工作经验者优先']"
大数据产品经理,南京-江宁区,江苏金智教育信息股份有限公司,1.5-2.5万/月,06-23,"['南京-江宁区\xa0\xa0', '\xa0\xa05-7年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招1人\xa0\xa0', '\xa0\xa006-23发布']","['计算机软件,互联网/电子商务']",['民营公司'],['1000-5000人'],"['1、大学本科及以上学历', '2、3年以上数据分析、数据产品工作经验；参与或主导过大型数据体系或报表体系的搭建，具备数据产品设计能力，有较好的业务抽象能力和系统设计能力；', '3、熟练使用Office、Axure、Sketch、Visio、Xmind、SQL、Tableau；掌握数据分析理念及工具，了解Hadoop/Hive/数据库设计经验更优；', '4、热爱数据，具有出色的数据敏感性和分析能力，快速的业务理解及学习能力，逻辑思维能力强，商业直觉敏锐、用户体验嗅觉出色；', '5、丰富的数据分析，挖掘，和数据仓库建模的项目实践经验，擅长常用的统计方法如：线性回归、逻辑回归、聚类等；', '6、熟悉大数据产品全过程管理，包括收集用户需求、进行竞品调研、研究产品定位、制定产品规划、设计产品功能等，并拟定优先级合理的具体实施计划，保障相关业务指标的达成；', '7、结合实际业务场景，提炼产品核心价值，把握产品定位和目标，搭建数据产品体系，规划设计产品的功能、服务及流程，撰写相应的产品文档；', '8、可与高校SaaS场景服务产品经理、客户成功一起，提炼数据型产品，并根据场景服务产品和客户成功的需要进行数据模型及产品的分析和设计；', '9、能够对数据产品进行整体研究及策划，完成数据产品的立项，制定产品年度计划和长期发展规划；组织或协助团队完成大数据平台产品、应用产品、分析产品、可视化产品的整体规划；', '10、具有良好的服务精神，团队协作和业务协调能力；自我驱动、抗压能力强；', '11、有教育行业数据分析产品工作经验者优先；']"
数据库管理员Oracle Argus（南京）,异地招聘,南京希麦迪医药科技有限公司,0.8-1.4万/月,06-23,"['南京-江宁区\xa0\xa0', '\xa0\xa02年经验\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-23发布']","['制药/生物工程,外包服务']",['合资'],['150-500人'],['任职要求：']
商品数据分析,南京-建邺区,哥弟,4.5-8千/月,06-23,"['南京-建邺区\xa0\xa0', '\xa0\xa0在校生/应届生\xa0\xa0', '\xa0\xa0本科\xa0\xa0', '\xa0\xa0招2人\xa0\xa0', '\xa0\xa006-23发布']","['批发/零售,服装/纺织/皮革']",['民营公司'],['150-500人'],"['职位描述：\xa0\xa0', '\xa0\xa0\xa0\xa0']"
